,Inputs,Directions,Energy
2771,HHPHHH,SFRLFF,0
2772,HHPHHH,SFRFRR,1
2773,HHPHHH,SFRFRL,0
2774,HHPHHH,SFRFRF,0
2775,HHPHHH,SFRFLR,0
2776,HHPHHH,SFRFLL,0
2777,HHPHHH,SFRFLF,0
2778,HHPHHH,SFRFFR,0
2779,HHPHHH,SFRFFL,0
2780,HHPHHH,SFRFFF,0
2781,HHPHHH,SFLRRL,1
2782,HHPHHH,SFLRRF,1
2783,HHPHHH,SFLRLR,0
2784,HHPHHH,SFLRLL,0
2785,HHPHHH,SFLRLF,0
2786,HHPHHH,SFLRFR,0
2787,HHPHHH,SFLRFL,0
2788,HHPHHH,SFLRFF,0
2789,HHPHHH,SFLLRR,1
2790,HHPHHH,SFLLRL,1
2791,HHPHHH,SFLLRF,1
2792,HHPHHH,SFLLFR,1
2793,HHPHHH,SFLLFL,2
2794,HHPHHH,SFLLFF,1
2795,HHPHHH,SFLFRR,0
2796,HHPHHH,SFLFRL,0
2797,HHPHHH,SFLFRF,0
2798,HHPHHH,SFLFLR,0
2799,HHPHHH,SFLFLL,1
2800,HHPHHH,SFLFLF,0
2801,HHPHHH,SFLFFR,0
2802,HHPHHH,SFLFFL,0
2803,HHPHHH,SFLFFF,0
2804,HHPHHH,SFFRRL,1
2805,HHPHHH,SFFRRF,2
2806,HHPHHH,SFFRLR,0
2807,HHPHHH,SFFRLL,0
2808,HHPHHH,SFFRLF,0
2809,HHPHHH,SFFRFR,0
2810,HHPHHH,SFFRFL,0
2811,HHPHHH,SFFRFF,0
2812,HHPHHH,SFFLRR,0
2813,HHPHHH,SFFLRL,0
2814,HHPHHH,SFFLRF,0
2815,HHPHHH,SFFLLR,1
2816,HHPHHH,SFFLLF,2
2817,HHPHHH,SFFLFR,0
2818,HHPHHH,SFFLFL,0
2819,HHPHHH,SFFLFF,0
2820,HHPHHH,SFFFRR,0
2821,HHPHHH,SFFFRL,0
2822,HHPHHH,SFFFRF,0
2823,HHPHHH,SFFFLR,0
2824,HHPHHH,SFFFLL,0
2825,HHPHHH,SFFFLF,0
2826,HHPHHH,SFFFFR,0
2827,HHPHHH,SFFFFL,0
2828,HHPHHH,SFFFFF,0
2829,HHPHHP,SRRRLR,1
2830,HHPHHP,SRRRLL,1
2831,HHPHHP,SRRRLF,1
2832,HHPHHP,SRRRFR,1
2833,HHPHHP,SRRRFL,1
2834,HHPHHP,SRRRFF,1
2835,HHPHHP,SRRLRR,0
2836,HHPHHP,SRRLRL,0
2837,HHPHHP,SRRLRF,0
2838,HHPHHP,SRRLLR,1
2839,HHPHHP,SRRLLF,1
2840,HHPHHP,SRRLFR,0
2841,HHPHHP,SRRLFL,0
2842,HHPHHP,SRRLFF,0
2843,HHPHHP,SRRFRR,0
2844,HHPHHP,SRRFRL,0
2845,HHPHHP,SRRFRF,0
2846,HHPHHP,SRRFLR,0
2847,HHPHHP,SRRFLL,0
2848,HHPHHP,SRRFLF,0
2849,HHPHHP,SRRFFR,0
2850,HHPHHP,SRRFFL,0
2851,HHPHHP,SRRFFF,0
2852,HHPHHP,SRLRRL,1
2853,HHPHHP,SRLRRF,1
2854,HHPHHP,SRLRLR,0
2855,HHPHHP,SRLRLL,0
2856,HHPHHP,SRLRLF,0
2857,HHPHHP,SRLRFR,0
2858,HHPHHP,SRLRFL,0
2859,HHPHHP,SRLRFF,0
2860,HHPHHP,SRLLRR,1
2861,HHPHHP,SRLLRL,1
2862,HHPHHP,SRLLRF,1
2863,HHPHHP,SRLLFR,1
2864,HHPHHP,SRLLFL,1
2865,HHPHHP,SRLLFF,1
2866,HHPHHP,SRLFRR,0
2867,HHPHHP,SRLFRL,0
2868,HHPHHP,SRLFRF,0
2869,HHPHHP,SRLFLR,0
2870,HHPHHP,SRLFLL,0
2871,HHPHHP,SRLFLF,0
2872,HHPHHP,SRLFFR,0
2873,HHPHHP,SRLFFL,0
2874,HHPHHP,SRLFFF,0
2875,HHPHHP,SRFRRL,1
2876,HHPHHP,SRFRRF,1
2877,HHPHHP,SRFRLR,0
2878,HHPHHP,SRFRLL,0
2879,HHPHHP,SRFRLF,0
2880,HHPHHP,SRFRFR,0
2881,HHPHHP,SRFRFL,0
2882,HHPHHP,SRFRFF,0
2883,HHPHHP,SRFLRR,0
2884,HHPHHP,SRFLRL,0
2885,HHPHHP,SRFLRF,0
2886,HHPHHP,SRFLLR,1
2887,HHPHHP,SRFLLF,1
2888,HHPHHP,SRFLFR,0
2889,HHPHHP,SRFLFL,0
2890,HHPHHP,SRFLFF,0
2891,HHPHHP,SRFFRR,0
2892,HHPHHP,SRFFRL,0
2893,HHPHHP,SRFFRF,0
2894,HHPHHP,SRFFLR,0
2895,HHPHHP,SRFFLL,0
2896,HHPHHP,SRFFLF,0
2897,HHPHHP,SRFFFR,0
2898,HHPHHP,SRFFFL,0
2899,HHPHHP,SRFFFF,0
2900,HHPHHP,SLRRLR,1
2901,HHPHHP,SLRRLL,1
2902,HHPHHP,SLRRLF,1
2903,HHPHHP,SLRRFR,1
2904,HHPHHP,SLRRFL,1
2905,HHPHHP,SLRRFF,1
2906,HHPHHP,SLRLRR,0
2907,HHPHHP,SLRLRL,0
2908,HHPHHP,SLRLRF,0
2909,HHPHHP,SLRLLR,1
2910,HHPHHP,SLRLLF,1
2911,HHPHHP,SLRLFR,0
2912,HHPHHP,SLRLFL,0
2913,HHPHHP,SLRLFF,0
2914,HHPHHP,SLRFRR,0
2915,HHPHHP,SLRFRL,0
2916,HHPHHP,SLRFRF,0
2917,HHPHHP,SLRFLR,0
2918,HHPHHP,SLRFLL,0
2919,HHPHHP,SLRFLF,0
2920,HHPHHP,SLRFFR,0
2921,HHPHHP,SLRFFL,0
2922,HHPHHP,SLRFFF,0
2923,HHPHHP,SLLRRL,1
2924,HHPHHP,SLLRRF,1
2925,HHPHHP,SLLRLR,0
2926,HHPHHP,SLLRLL,0
2927,HHPHHP,SLLRLF,0
2928,HHPHHP,SLLRFR,0
2929,HHPHHP,SLLRFL,0
2930,HHPHHP,SLLRFF,0
2931,HHPHHP,SLLLRR,1
2932,HHPHHP,SLLLRL,1
2933,HHPHHP,SLLLRF,1
2934,HHPHHP,SLLLFR,1
2935,HHPHHP,SLLLFL,1
2936,HHPHHP,SLLLFF,1
2937,HHPHHP,SLLFRR,0
2938,HHPHHP,SLLFRL,0
2939,HHPHHP,SLLFRF,0
2940,HHPHHP,SLLFLR,0
2941,HHPHHP,SLLFLL,0
2942,HHPHHP,SLLFLF,0
2943,HHPHHP,SLLFFR,0
2944,HHPHHP,SLLFFL,0
2945,HHPHHP,SLLFFF,0
2946,HHPHHP,SLFRRL,1
2947,HHPHHP,SLFRRF,1
2948,HHPHHP,SLFRLR,0
2949,HHPHHP,SLFRLL,0
2950,HHPHHP,SLFRLF,0
2951,HHPHHP,SLFRFR,0
2952,HHPHHP,SLFRFL,0
2953,HHPHHP,SLFRFF,0
2954,HHPHHP,SLFLRR,0
2955,HHPHHP,SLFLRL,0
2956,HHPHHP,SLFLRF,0
2957,HHPHHP,SLFLLR,1
2958,HHPHHP,SLFLLF,1
2959,HHPHHP,SLFLFR,0
2960,HHPHHP,SLFLFL,0
2961,HHPHHP,SLFLFF,0
2962,HHPHHP,SLFFRR,0
2963,HHPHHP,SLFFRL,0
2964,HHPHHP,SLFFRF,0
2965,HHPHHP,SLFFLR,0
2966,HHPHHP,SLFFLL,0
2967,HHPHHP,SLFFLF,0
2968,HHPHHP,SLFFFR,0
2969,HHPHHP,SLFFFL,0
2970,HHPHHP,SLFFFF,0
2971,HHPHHP,SFRRLR,1
2972,HHPHHP,SFRRLL,1
2973,HHPHHP,SFRRLF,1
2974,HHPHHP,SFRRFR,1
2975,HHPHHP,SFRRFL,1
2976,HHPHHP,SFRRFF,1
2977,HHPHHP,SFRLRR,0
2978,HHPHHP,SFRLRL,0
2979,HHPHHP,SFRLRF,0
2980,HHPHHP,SFRLLR,1
2981,HHPHHP,SFRLLF,1
2982,HHPHHP,SFRLFR,0
2983,HHPHHP,SFRLFL,0
2984,HHPHHP,SFRLFF,0
2985,HHPHHP,SFRFRR,0
2986,HHPHHP,SFRFRL,0
2987,HHPHHP,SFRFRF,0
2988,HHPHHP,SFRFLR,0
2989,HHPHHP,SFRFLL,0
2990,HHPHHP,SFRFLF,0
2991,HHPHHP,SFRFFR,0
2992,HHPHHP,SFRFFL,0
2993,HHPHHP,SFRFFF,0
2994,HHPHHP,SFLRRL,1
2995,HHPHHP,SFLRRF,1
2996,HHPHHP,SFLRLR,0
2997,HHPHHP,SFLRLL,0
2998,HHPHHP,SFLRLF,0
2999,HHPHHP,SFLRFR,0
3000,HHPHHP,SFLRFL,0
3001,HHPHHP,SFLRFF,0
3002,HHPHHP,SFLLRR,1
3003,HHPHHP,SFLLRL,1
3004,HHPHHP,SFLLRF,1
3005,HHPHHP,SFLLFR,1
3006,HHPHHP,SFLLFL,1
3007,HHPHHP,SFLLFF,1
3008,HHPHHP,SFLFRR,0
3009,HHPHHP,SFLFRL,0
3010,HHPHHP,SFLFRF,0
3011,HHPHHP,SFLFLR,0
3012,HHPHHP,SFLFLL,0
3013,HHPHHP,SFLFLF,0
3014,HHPHHP,SFLFFR,0
3015,HHPHHP,SFLFFL,0
3016,HHPHHP,SFLFFF,0
3017,HHPHHP,SFFRRL,1
3018,HHPHHP,SFFRRF,1
3019,HHPHHP,SFFRLR,0
3020,HHPHHP,SFFRLL,0
3021,HHPHHP,SFFRLF,0
3022,HHPHHP,SFFRFR,0
3023,HHPHHP,SFFRFL,0
3024,HHPHHP,SFFRFF,0
3025,HHPHHP,SFFLRR,0
3026,HHPHHP,SFFLRL,0
3027,HHPHHP,SFFLRF,0
3028,HHPHHP,SFFLLR,1
3029,HHPHHP,SFFLLF,1
3030,HHPHHP,SFFLFR,0
3031,HHPHHP,SFFLFL,0
3032,HHPHHP,SFFLFF,0
3033,HHPHHP,SFFFRR,0
3034,HHPHHP,SFFFRL,0
3035,HHPHHP,SFFFRF,0
3036,HHPHHP,SFFFLR,0
3037,HHPHHP,SFFFLL,0
3038,HHPHHP,SFFFLF,0
3039,HHPHHP,SFFFFR,0
3040,HHPHHP,SFFFFL,0
3041,HHPHHP,SFFFFF,0
3042,HHPHPH,SRRRLR,1
3043,HHPHPH,SRRRLL,1
3044,HHPHPH,SRRRLF,1
3045,HHPHPH,SRRRFR,2
3046,HHPHPH,SRRRFL,1
3047,HHPHPH,SRRRFF,1
3048,HHPHPH,SRRLRR,0
3049,HHPHPH,SRRLRL,0
3050,HHPHPH,SRRLRF,0
3051,HHPHPH,SRRLLR,0
3052,HHPHPH,SRRLLF,0
3053,HHPHPH,SRRLFR,0
3054,HHPHPH,SRRLFL,0
3055,HHPHPH,SRRLFF,0
3056,HHPHPH,SRRFRR,1
3057,HHPHPH,SRRFRL,0
3058,HHPHPH,SRRFRF,0
3059,HHPHPH,SRRFLR,0
3060,HHPHPH,SRRFLL,0
3061,HHPHPH,SRRFLF,0
3062,HHPHPH,SRRFFR,0
3063,HHPHPH,SRRFFL,0
3064,HHPHPH,SRRFFF,0
3065,HHPHPH,SRLRRL,0
3066,HHPHPH,SRLRRF,0
3067,HHPHPH,SRLRLR,0
3068,HHPHPH,SRLRLL,0
3069,HHPHPH,SRLRLF,0
3070,HHPHPH,SRLRFR,0
3071,HHPHPH,SRLRFL,0
3072,HHPHPH,SRLRFF,0
3073,HHPHPH,SRLLRR,1
3074,HHPHPH,SRLLRL,1
3075,HHPHPH,SRLLRF,1
3076,HHPHPH,SRLLFR,1
3077,HHPHPH,SRLLFL,2
3078,HHPHPH,SRLLFF,1
3079,HHPHPH,SRLFRR,0
3080,HHPHPH,SRLFRL,0
3081,HHPHPH,SRLFRF,0
3082,HHPHPH,SRLFLR,0
3083,HHPHPH,SRLFLL,1
3084,HHPHPH,SRLFLF,0
3085,HHPHPH,SRLFFR,0
3086,HHPHPH,SRLFFL,0
3087,HHPHPH,SRLFFF,0
3088,HHPHPH,SRFRRL,0
3089,HHPHPH,SRFRRF,1
3090,HHPHPH,SRFRLR,0
3091,HHPHPH,SRFRLL,0
3092,HHPHPH,SRFRLF,0
3093,HHPHPH,SRFRFR,0
3094,HHPHPH,SRFRFL,0
3095,HHPHPH,SRFRFF,0
3096,HHPHPH,SRFLRR,0
3097,HHPHPH,SRFLRL,0
3098,HHPHPH,SRFLRF,0
3099,HHPHPH,SRFLLR,0
3100,HHPHPH,SRFLLF,1
3101,HHPHPH,SRFLFR,0
3102,HHPHPH,SRFLFL,0
3103,HHPHPH,SRFLFF,0
3104,HHPHPH,SRFFRR,0
3105,HHPHPH,SRFFRL,0
3106,HHPHPH,SRFFRF,0
3107,HHPHPH,SRFFLR,0
3108,HHPHPH,SRFFLL,0
3109,HHPHPH,SRFFLF,0
3110,HHPHPH,SRFFFR,0
3111,HHPHPH,SRFFFL,0
3112,HHPHPH,SRFFFF,0
3113,HHPHPH,SLRRLR,1
3114,HHPHPH,SLRRLL,1
3115,HHPHPH,SLRRLF,1
3116,HHPHPH,SLRRFR,2
3117,HHPHPH,SLRRFL,1
3118,HHPHPH,SLRRFF,1
3119,HHPHPH,SLRLRR,0
3120,HHPHPH,SLRLRL,0
3121,HHPHPH,SLRLRF,0
3122,HHPHPH,SLRLLR,0
3123,HHPHPH,SLRLLF,0
3124,HHPHPH,SLRLFR,0
3125,HHPHPH,SLRLFL,0
3126,HHPHPH,SLRLFF,0
3127,HHPHPH,SLRFRR,1
3128,HHPHPH,SLRFRL,0
3129,HHPHPH,SLRFRF,0
3130,HHPHPH,SLRFLR,0
3131,HHPHPH,SLRFLL,0
3132,HHPHPH,SLRFLF,0
3133,HHPHPH,SLRFFR,0
3134,HHPHPH,SLRFFL,0
3135,HHPHPH,SLRFFF,0
3136,HHPHPH,SLLRRL,0
3137,HHPHPH,SLLRRF,0
3138,HHPHPH,SLLRLR,0
3139,HHPHPH,SLLRLL,0
3140,HHPHPH,SLLRLF,0
3141,HHPHPH,SLLRFR,0
3142,HHPHPH,SLLRFL,0
3143,HHPHPH,SLLRFF,0
3144,HHPHPH,SLLLRR,1
3145,HHPHPH,SLLLRL,1
3146,HHPHPH,SLLLRF,1
3147,HHPHPH,SLLLFR,1
3148,HHPHPH,SLLLFL,2
3149,HHPHPH,SLLLFF,1
3150,HHPHPH,SLLFRR,0
3151,HHPHPH,SLLFRL,0
3152,HHPHPH,SLLFRF,0
3153,HHPHPH,SLLFLR,0
3154,HHPHPH,SLLFLL,1
3155,HHPHPH,SLLFLF,0
3156,HHPHPH,SLLFFR,0
3157,HHPHPH,SLLFFL,0
3158,HHPHPH,SLLFFF,0
3159,HHPHPH,SLFRRL,0
3160,HHPHPH,SLFRRF,1
3161,HHPHPH,SLFRLR,0
3162,HHPHPH,SLFRLL,0
3163,HHPHPH,SLFRLF,0
3164,HHPHPH,SLFRFR,0
3165,HHPHPH,SLFRFL,0
3166,HHPHPH,SLFRFF,0
3167,HHPHPH,SLFLRR,0
3168,HHPHPH,SLFLRL,0
3169,HHPHPH,SLFLRF,0
3170,HHPHPH,SLFLLR,0
3171,HHPHPH,SLFLLF,1
3172,HHPHPH,SLFLFR,0
3173,HHPHPH,SLFLFL,0
3174,HHPHPH,SLFLFF,0
3175,HHPHPH,SLFFRR,0
3176,HHPHPH,SLFFRL,0
3177,HHPHPH,SLFFRF,0
3178,HHPHPH,SLFFLR,0
3179,HHPHPH,SLFFLL,0
3180,HHPHPH,SLFFLF,0
3181,HHPHPH,SLFFFR,0
3182,HHPHPH,SLFFFL,0
3183,HHPHPH,SLFFFF,0
3184,HHPHPH,SFRRLR,1
3185,HHPHPH,SFRRLL,1
3186,HHPHPH,SFRRLF,1
3187,HHPHPH,SFRRFR,2
3188,HHPHPH,SFRRFL,1
3189,HHPHPH,SFRRFF,1
3190,HHPHPH,SFRLRR,0
3191,HHPHPH,SFRLRL,0
3192,HHPHPH,SFRLRF,0
3193,HHPHPH,SFRLLR,0
3194,HHPHPH,SFRLLF,0
3195,HHPHPH,SFRLFR,0
3196,HHPHPH,SFRLFL,0
3197,HHPHPH,SFRLFF,0
3198,HHPHPH,SFRFRR,1
3199,HHPHPH,SFRFRL,0
3200,HHPHPH,SFRFRF,0
3201,HHPHPH,SFRFLR,0
3202,HHPHPH,SFRFLL,0
3203,HHPHPH,SFRFLF,0
3204,HHPHPH,SFRFFR,0
3205,HHPHPH,SFRFFL,0
3206,HHPHPH,SFRFFF,0
3207,HHPHPH,SFLRRL,0
3208,HHPHPH,SFLRRF,0
3209,HHPHPH,SFLRLR,0
3210,HHPHPH,SFLRLL,0
3211,HHPHPH,SFLRLF,0
3212,HHPHPH,SFLRFR,0
3213,HHPHPH,SFLRFL,0
3214,HHPHPH,SFLRFF,0
3215,HHPHPH,SFLLRR,1
3216,HHPHPH,SFLLRL,1
3217,HHPHPH,SFLLRF,1
3218,HHPHPH,SFLLFR,1
3219,HHPHPH,SFLLFL,2
3220,HHPHPH,SFLLFF,1
3221,HHPHPH,SFLFRR,0
3222,HHPHPH,SFLFRL,0
3223,HHPHPH,SFLFRF,0
3224,HHPHPH,SFLFLR,0
3225,HHPHPH,SFLFLL,1
3226,HHPHPH,SFLFLF,0
3227,HHPHPH,SFLFFR,0
3228,HHPHPH,SFLFFL,0
3229,HHPHPH,SFLFFF,0
3230,HHPHPH,SFFRRL,0
3231,HHPHPH,SFFRRF,1
3232,HHPHPH,SFFRLR,0
3233,HHPHPH,SFFRLL,0
3234,HHPHPH,SFFRLF,0
3235,HHPHPH,SFFRFR,0
3236,HHPHPH,SFFRFL,0
3237,HHPHPH,SFFRFF,0
3238,HHPHPH,SFFLRR,0
3239,HHPHPH,SFFLRL,0
3240,HHPHPH,SFFLRF,0
3241,HHPHPH,SFFLLR,0
3242,HHPHPH,SFFLLF,1
3243,HHPHPH,SFFLFR,0
3244,HHPHPH,SFFLFL,0
3245,HHPHPH,SFFLFF,0
3246,HHPHPH,SFFFRR,0
3247,HHPHPH,SFFFRL,0
3248,HHPHPH,SFFFRF,0
3249,HHPHPH,SFFFLR,0
3250,HHPHPH,SFFFLL,0
3251,HHPHPH,SFFFLF,0
3252,HHPHPH,SFFFFR,0
3253,HHPHPH,SFFFFL,0
3254,HHPHPH,SFFFFF,0
3255,HHPHPP,SRRRLR,1
3256,HHPHPP,SRRRLL,1
3257,HHPHPP,SRRRLF,1
3258,HHPHPP,SRRRFR,1
3259,HHPHPP,SRRRFL,1
3260,HHPHPP,SRRRFF,1
3261,HHPHPP,SRRLRR,0
3262,HHPHPP,SRRLRL,0
3263,HHPHPP,SRRLRF,0
3264,HHPHPP,SRRLLR,0
3265,HHPHPP,SRRLLF,0
3266,HHPHPP,SRRLFR,0
3267,HHPHPP,SRRLFL,0
3268,HHPHPP,SRRLFF,0
3269,HHPHPP,SRRFRR,0
3270,HHPHPP,SRRFRL,0
3271,HHPHPP,SRRFRF,0
3272,HHPHPP,SRRFLR,0
3273,HHPHPP,SRRFLL,0
3274,HHPHPP,SRRFLF,0
3275,HHPHPP,SRRFFR,0
3276,HHPHPP,SRRFFL,0
3277,HHPHPP,SRRFFF,0
3278,HHPHPP,SRLRRL,0
3279,HHPHPP,SRLRRF,0
3280,HHPHPP,SRLRLR,0
3281,HHPHPP,SRLRLL,0
3282,HHPHPP,SRLRLF,0
3283,HHPHPP,SRLRFR,0
3284,HHPHPP,SRLRFL,0
3285,HHPHPP,SRLRFF,0
3286,HHPHPP,SRLLRR,1
3287,HHPHPP,SRLLRL,1
3288,HHPHPP,SRLLRF,1
3289,HHPHPP,SRLLFR,1
3290,HHPHPP,SRLLFL,1
3291,HHPHPP,SRLLFF,1
3292,HHPHPP,SRLFRR,0
3293,HHPHPP,SRLFRL,0
3294,HHPHPP,SRLFRF,0
3295,HHPHPP,SRLFLR,0
3296,HHPHPP,SRLFLL,0
3297,HHPHPP,SRLFLF,0
3298,HHPHPP,SRLFFR,0
3299,HHPHPP,SRLFFL,0
3300,HHPHPP,SRLFFF,0
3301,HHPHPP,SRFRRL,0
3302,HHPHPP,SRFRRF,0
3303,HHPHPP,SRFRLR,0
3304,HHPHPP,SRFRLL,0
3305,HHPHPP,SRFRLF,0
3306,HHPHPP,SRFRFR,0
3307,HHPHPP,SRFRFL,0
3308,HHPHPP,SRFRFF,0
3309,HHPHPP,SRFLRR,0
3310,HHPHPP,SRFLRL,0
3311,HHPHPP,SRFLRF,0
3312,HHPHPP,SRFLLR,0
3313,HHPHPP,SRFLLF,0
3314,HHPHPP,SRFLFR,0
3315,HHPHPP,SRFLFL,0
3316,HHPHPP,SRFLFF,0
3317,HHPHPP,SRFFRR,0
3318,HHPHPP,SRFFRL,0
3319,HHPHPP,SRFFRF,0
3320,HHPHPP,SRFFLR,0
3321,HHPHPP,SRFFLL,0
3322,HHPHPP,SRFFLF,0
3323,HHPHPP,SRFFFR,0
3324,HHPHPP,SRFFFL,0
3325,HHPHPP,SRFFFF,0
3326,HHPHPP,SLRRLR,1
3327,HHPHPP,SLRRLL,1
3328,HHPHPP,SLRRLF,1
3329,HHPHPP,SLRRFR,1
3330,HHPHPP,SLRRFL,1
3331,HHPHPP,SLRRFF,1
3332,HHPHPP,SLRLRR,0
3333,HHPHPP,SLRLRL,0
3334,HHPHPP,SLRLRF,0
3335,HHPHPP,SLRLLR,0
3336,HHPHPP,SLRLLF,0
3337,HHPHPP,SLRLFR,0
3338,HHPHPP,SLRLFL,0
3339,HHPHPP,SLRLFF,0
3340,HHPHPP,SLRFRR,0
3341,HHPHPP,SLRFRL,0
3342,HHPHPP,SLRFRF,0
3343,HHPHPP,SLRFLR,0
3344,HHPHPP,SLRFLL,0
3345,HHPHPP,SLRFLF,0
3346,HHPHPP,SLRFFR,0
3347,HHPHPP,SLRFFL,0
3348,HHPHPP,SLRFFF,0
3349,HHPHPP,SLLRRL,0
3350,HHPHPP,SLLRRF,0
3351,HHPHPP,SLLRLR,0
3352,HHPHPP,SLLRLL,0
3353,HHPHPP,SLLRLF,0
3354,HHPHPP,SLLRFR,0
3355,HHPHPP,SLLRFL,0
3356,HHPHPP,SLLRFF,0
3357,HHPHPP,SLLLRR,1
3358,HHPHPP,SLLLRL,1
3359,HHPHPP,SLLLRF,1
3360,HHPHPP,SLLLFR,1
3361,HHPHPP,SLLLFL,1
3362,HHPHPP,SLLLFF,1
3363,HHPHPP,SLLFRR,0
3364,HHPHPP,SLLFRL,0
3365,HHPHPP,SLLFRF,0
3366,HHPHPP,SLLFLR,0
3367,HHPHPP,SLLFLL,0
3368,HHPHPP,SLLFLF,0
3369,HHPHPP,SLLFFR,0
3370,HHPHPP,SLLFFL,0
3371,HHPHPP,SLLFFF,0
3372,HHPHPP,SLFRRL,0
3373,HHPHPP,SLFRRF,0
3374,HHPHPP,SLFRLR,0
3375,HHPHPP,SLFRLL,0
3376,HHPHPP,SLFRLF,0
3377,HHPHPP,SLFRFR,0
3378,HHPHPP,SLFRFL,0
3379,HHPHPP,SLFRFF,0
3380,HHPHPP,SLFLRR,0
3381,HHPHPP,SLFLRL,0
3382,HHPHPP,SLFLRF,0
3383,HHPHPP,SLFLLR,0
3384,HHPHPP,SLFLLF,0
3385,HHPHPP,SLFLFR,0
3386,HHPHPP,SLFLFL,0
3387,HHPHPP,SLFLFF,0
3388,HHPHPP,SLFFRR,0
3389,HHPHPP,SLFFRL,0
3390,HHPHPP,SLFFRF,0
3391,HHPHPP,SLFFLR,0
3392,HHPHPP,SLFFLL,0
3393,HHPHPP,SLFFLF,0
3394,HHPHPP,SLFFFR,0
3395,HHPHPP,SLFFFL,0
3396,HHPHPP,SLFFFF,0
3397,HHPHPP,SFRRLR,1
3398,HHPHPP,SFRRLL,1
3399,HHPHPP,SFRRLF,1
3400,HHPHPP,SFRRFR,1
3401,HHPHPP,SFRRFL,1
3402,HHPHPP,SFRRFF,1
3403,HHPHPP,SFRLRR,0
3404,HHPHPP,SFRLRL,0
3405,HHPHPP,SFRLRF,0
3406,HHPHPP,SFRLLR,0
3407,HHPHPP,SFRLLF,0
3408,HHPHPP,SFRLFR,0
3409,HHPHPP,SFRLFL,0
3410,HHPHPP,SFRLFF,0
3411,HHPHPP,SFRFRR,0
3412,HHPHPP,SFRFRL,0
3413,HHPHPP,SFRFRF,0
3414,HHPHPP,SFRFLR,0
3415,HHPHPP,SFRFLL,0
3416,HHPHPP,SFRFLF,0
3417,HHPHPP,SFRFFR,0
3418,HHPHPP,SFRFFL,0
3419,HHPHPP,SFRFFF,0
3420,HHPHPP,SFLRRL,0
3421,HHPHPP,SFLRRF,0
3422,HHPHPP,SFLRLR,0
3423,HHPHPP,SFLRLL,0
3424,HHPHPP,SFLRLF,0
3425,HHPHPP,SFLRFR,0
3426,HHPHPP,SFLRFL,0
3427,HHPHPP,SFLRFF,0
3428,HHPHPP,SFLLRR,1
3429,HHPHPP,SFLLRL,1
3430,HHPHPP,SFLLRF,1
3431,HHPHPP,SFLLFR,1
3432,HHPHPP,SFLLFL,1
3433,HHPHPP,SFLLFF,1
3434,HHPHPP,SFLFRR,0
3435,HHPHPP,SFLFRL,0
3436,HHPHPP,SFLFRF,0
3437,HHPHPP,SFLFLR,0
3438,HHPHPP,SFLFLL,0
3439,HHPHPP,SFLFLF,0
3440,HHPHPP,SFLFFR,0
3441,HHPHPP,SFLFFL,0
3442,HHPHPP,SFLFFF,0
3443,HHPHPP,SFFRRL,0
3444,HHPHPP,SFFRRF,0
3445,HHPHPP,SFFRLR,0
3446,HHPHPP,SFFRLL,0
3447,HHPHPP,SFFRLF,0
3448,HHPHPP,SFFRFR,0
3449,HHPHPP,SFFRFL,0
3450,HHPHPP,SFFRFF,0
3451,HHPHPP,SFFLRR,0
3452,HHPHPP,SFFLRL,0
3453,HHPHPP,SFFLRF,0
3454,HHPHPP,SFFLLR,0
3455,HHPHPP,SFFLLF,0
3456,HHPHPP,SFFLFR,0
3457,HHPHPP,SFFLFL,0
3458,HHPHPP,SFFLFF,0
3459,HHPHPP,SFFFRR,0
3460,HHPHPP,SFFFRL,0
3461,HHPHPP,SFFFRF,0
3462,HHPHPP,SFFFLR,0
3463,HHPHPP,SFFFLL,0
3464,HHPHPP,SFFFLF,0
3465,HHPHPP,SFFFFR,0
3466,HHPHPP,SFFFFL,0
3467,HHPHPP,SFFFFF,0
3468,HHPPHH,SRRRLR,0
3469,HHPPHH,SRRRLL,0
3470,HHPPHH,SRRRLF,0
3471,HHPPHH,SRRRFR,1
3472,HHPPHH,SRRRFL,0
3473,HHPPHH,SRRRFF,0
3474,HHPPHH,SRRLRR,0
3475,HHPPHH,SRRLRL,0
3476,HHPPHH,SRRLRF,0
3477,HHPPHH,SRRLLR,1
3478,HHPPHH,SRRLLF,1
3479,HHPPHH,SRRLFR,0
3480,HHPPHH,SRRLFL,0
3481,HHPPHH,SRRLFF,0
3482,HHPPHH,SRRFRR,1
3483,HHPPHH,SRRFRL,0
3484,HHPPHH,SRRFRF,0
3485,HHPPHH,SRRFLR,0
3486,HHPPHH,SRRFLL,0
3487,HHPPHH,SRRFLF,0
3488,HHPPHH,SRRFFR,0
3489,HHPPHH,SRRFFL,0
3490,HHPPHH,SRRFFF,0
3491,HHPPHH,SRLRRL,1
3492,HHPPHH,SRLRRF,1
3493,HHPPHH,SRLRLR,0
3494,HHPPHH,SRLRLL,0
3495,HHPPHH,SRLRLF,0
3496,HHPPHH,SRLRFR,0
3497,HHPPHH,SRLRFL,0
3498,HHPPHH,SRLRFF,0
3499,HHPPHH,SRLLRR,0
3500,HHPPHH,SRLLRL,0
3501,HHPPHH,SRLLRF,0
3502,HHPPHH,SRLLFR,0
3503,HHPPHH,SRLLFL,1
3504,HHPPHH,SRLLFF,0
3505,HHPPHH,SRLFRR,0
3506,HHPPHH,SRLFRL,0
